Genre;Title;Chords;Lyrics
Rap; Bonita Applebum; i bIII IV IV7 bIII bIII IV IV7; "Do I love you? Do I lust for you? Am I a sinner cuz I do the two? Could you let me know Right now, please Bonita Applebum Bonita Applebum, you gotta put me on Bonita Applebum I said you gotta put me on Bonita Applebum, you gotta put me on Bonita Applebum, I said you gotta put me on, Bonita Applebum, you gotta put me on Bonita applebum, I said you gotta put me on, Bonita Applebum you gotta put me on Bonita, Bonita, Bonita Hey Bonita, glad to meet ya For the kind of stunning newness, I must beseech ya Hey, being with you is a top priority Ain't no need to question the authority Chairman of the board, the chief of affections You got mine's to swing in your direction Hey, you're like a hip hop song, you know? Bonita Applebum, you gotta put me on Bonita Applebum, you gotta put me on Bonita Applebum I said you gotta put me on Bonita Applebum, you gotta put me on Bonita Applebum, I said you gotta put me on Bonita Applebum, you gotta put me on Bonita, Bonita, Bonita 38-24-37 (uh, uh, uh!) You and me, hun, we're a match made in heaven I like to kiss ya where some brothers won't I like to tell ya things some brothers don't If only you could see through your elaborate eyes Only you and me, hun, the love never dies Satisfaction, I have the right tactics And if you need 'em, I got crazy prophylactics So far, I hope you like rap songs Bonita Applebum, you gotta put me on Bonita Applebum, you gotta put me on Bonita Applebum I said you gotta put me on Bonita Applebum, you gotta put me on Bonita Applebum, I said you gotta put me on Bonita Applebum, you gotta put me on Bonita, Bonita, Bonita Ayo Who's having a ball? And you know, they ask me to get on the mic And they ask me Can I kick it? Word (Yes you can!) Can I kick it?"
Rap; Don't Get Deleted; i7 bIII7 iv7 bIII7; "You keep jumpin' 'round, in my face you know Like pushing me, it's difficult Yet you hang around, you see every show But you just make me weak, I'm about to explode You would be surprised at this little soul Packed with a thousand apes, it's quick to go Fight one little monkey critical Put you out of the rest of the shit to go. You tried my patience Cause I'm so nice You think it's safe, yeah My adrenaline is racing You may not see it in my face, but Don't mess with me, I'm not in the mood, dude Don't mess with me, I'm not in the mood, dude I ain't got an attitude, dude I'm just not in the mood, dude I didn't do nothing to you, dude I don't deserve it, don't need it Don't get deleted Bitch, don't get deleted Yeah, don't get deleted"
Rap; Electric Relaxation; bVI v7 I IV bIII bII; "Relax yourself girl, please settle down Relax yourself girl, please settle down Honey, check it out, you got me mesmerized With your black hair and your fat-ass thighs Street poetry is my every day But yo, I gotta stop when you trot my way If I was working at the club, you would not pay Aiyyo, my man Phife Diggy, he got something to say I like 'em brown, yellow, Puerto Rican or Haitian Name is Phife Dawg from the Zulu Nation Told you in the jam that we can get down Now let's knock the boots like the group H-Town You got BBD all on your bedroom wall But I'm above the rim and this is how I ball A gritty little something on the New York street This is how I represent over this here beat Talking 'bout you Yo, I took you out But sex was on my mind for the whole damn route My mind was in a frenzy and a horny state But I couldn't drop dimes 'cause you couldn't relate Relax yourself girl, please settle down (you can't relate) Relax yourself girl, please settle down (you couldn't relate) Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Relax yourself girl, please settle down Stretch out your legs, let me make you bawl Drive you insane, drive you up the wall Staring at your dome-piece, very strong Stronger than pride, stronger than Teflon Take you on the ave and you buy me links Now I wanna pound the poontang until it stinks You can be my mama and I'll be your boy Original rude boy, never am I coy You can be a shorty in my ill convoy Not to come across as a thug or a hood But hon, you got the goods, like Madelyne Woods By the way, my name's Malik, The Five-Foot Freak Let's say we get together by the end of the week She simply said, No, labelled me a ho I said,How you figure? My friends told me so I hate when silly groupies wanna run they yap Word to God, hon, I don't get down like that I'll have you weak in the knees that you could hardly speak Or we could do like Uncle L and swing an ep in my jeep Keep it on the down, yo, we keep it discreet See, I'm not the type of kid to have my biz in the streets If my mom don't approve, then I'll just elope Let me save the little man from inside the boat Let me hit it from the back, girl I won't catch a hernia Bust off on your couch, now you got Seaman's Furniture Shaheed, Phife and the Extra P Stacy Beadle, PJ and my man L.G They know the Abstract is really soul on ice The character is of men, never ever of mice Shorty let me tell you about my only vice It has to do with lots of loving and it ain't nothing nice"
Rap; Love Sosa; i bVI i bVI; "Love Sosa, bitches love Sosa, huh? Let them know then, 'Raris and Rovers (huh) Ayy, lil' Cobra, ayy, ayy Bang, bang-bang God, y'all some broke boys, God, y'all some broke boys"
Rap; Love Sosa; i bVI i bVI; "Fuckers in school telling me, always in the barber shop Chief Keef ain't 'bout this, Chief ain't 'bout that My boy a BD on fucking Lamron and them He, he, they say that nigga don't be putting in no work Shut the fuck up, y'all niggas ain't know shit All y'all motherfuckers talkin' about Chief Keef ain't no hitter, Chief Keef ain't this, Chief Keef a fake Shut the fuck up, y'all don't live with that nigga Y'all know that nigga got caught with a ratchet Shootin' at the police and shit Nigga been on probation since fuckin' I don't know when Motherfucker, stop fuckin' playin' him like that Them niggas savages out there If I catch another motherfucker talking sweet about Chief Keef I'm fucking beatin' they ass, I'm not fucking playin' no more Know them niggas roll with Lil Reese and them"
Rap; Word Up; i i i i bVII bVII bVI bVII; "Yo pretty ladies around the world Got a weird thing to show you So tell all the boys and girls Tell your brother, your sister, and your mama too 'Cause they're about to go down And you'll know just what to do Wave your hands in the air Like you don't care Glide by the People as they start to look and stare Do your dance, do your dance, do your dance quick Mama, come on baby, tell me what's the word Ah – word up Everybody say When you hear the call you got to get it underway Word up, it's the code word No matter where you say it You'll know that you'll be heard Now all you sucker DJ's Who think you're fly There's got to be a reason And we know the reason why You try to put on those ads And act real cool But you got to realise That you're acting like fools If there's music we can use it We need to dance We don't have that time For psychological romance No romance No romance No romance for me mama Come on baby tell me what's the word Ah, word up Everybody say, when you hear the call You've got to get it underway. Ow! Low Dial L for low Come on, all you people say W-O-R-D UP W-O-R-D UP W-O-R-D UP W-O-R-D up W-O-R-D UP La, la, la, la, la, la, low (Low) Say it like that (Like that) Say it like that, ya'll know it (Woah) What's the word? (What's - Woah - the word?) Everybody's got to know-ow (Woah yeah) Everybody say it, woah! Low They think real low (Oww!) As low as you go (Whew) Ahhhh, low, low, low"
Rap; Word Play; bVII7 iv bVII7 i; "Uh, one, two, whatcha wanna do Three, four, 'cause we gonna give you more Five, six, and we ain't the tricks Seven, eight, and we got it straight Nine, ten, 'cause we make it blend 11, 12, never ever goin' for self Tribe Called Quest situation, check it out Power, people really get caught up with this On different levels power controls your life Money, the companion of the first Some people tend to worship and we know this ain't right Attitude (attitude) that's how I get my point across You can't call yourself a emcee if you know that you're soft Agressive is how the stage is approached, I burn emcees like toast 'Cause I'm the host with the most Illin' (illin') that's what you do when you're assin' Whether it be you or all up in your fashion Cashin', it turned your peoples corrupt It's six o'clock, girl, you gotta get your weight up Sex (sex) either a man or a woman This is gender, but when lovers get down Froggin' when niggas try to play roles But when they really need to put that shit background Miserable (miserable) is what your whole crew will be If you're not original and you show no strategy Heavenly is how the track tends to flow And if you don't know, tell 'em Diggy said so We livin' this 'cause it's deep in our bones A Tribe Called Quest with this hip-hop jones So sit and analyze the lyrical spray 'Cause all it really is is word play (word play, word) Willie that's what I kick to get this millie on a lilly Now, I'm baggin' dimes like Chilli Stress (stress) that's what I always go through 'Cause it's survival of the fittest on the one-nine-two Knowledge, when the mind accept facts On this plane of livin', knowledge be the key, black Understandin', gettin' a grip on what's revealed When shit be real, can't give understandin' back Analyze that's what I do to emcees That be talkin' 'bout they this and that, money please Ego, I'm on my own jock skill 'Cause if I don't say I'm the best, tell me who the hell will Cheeba smoke y'all, that's what I use to get high When I'm in a rut and I don't know why Try, yo try again my friend 'Cause you can't see this emcee representin' Linden Freestyle (freestyle) a true emcee trait And when you do it ill, niggas respect it as great Yo, I gotta (I gotta) We livin' this 'cause it's deep in our bones A Tribe Called Quest with the hip-hop jones So sit and analyze the lyrical spray 'Cause all it really is is word play (word play)"
Rap; Be Careful; bVI V i i7; "Yeah Be careful, be careful, be careful with me Yeah, look I wanna get married, like the Currys, Steph and Ayesha shit But we more like Belly—Tommy and Keisha shit Gave you TLC, you wanna creep and shit Poured out my whole heart to a piece of shit Man, I thought you would've learned your lesson 'Bout likin' pictures, not returnin' texts I guess it's fine, man, I get the message You still stutter after certain questions You keep in contact with certain exes Do you, though, trust me, nigga, it's cool, though Said that you was workin', but you out here chasin' culo And putas, chillin' poolside, livin' two lives I could've did what you did to me to you a few times But if I did decide to slide, find a nigga Fuck him, suck his dick, you would've been pissed But that's not my M.O., I'm not that type of bitch And karma for you is gon' be who you end up with You make me sick, nigga The only man, baby, I adore I gave you everything, what's mine is yours I want you to live your life of course But I hope you get what you dyin' for Be careful with me, do you know what you doin'? Whose feelings that you're hurtin' and bruisin'? You gon' gain the whole world But is it worth the girl that you're losin'? Be careful with me Yeah, it's not a threat, it's a warnin' Be careful with me Yeah, my heart is like a package with a fragile label on it Be careful with me Care for me, care for me Always said that you'd be there for me, there for me Boy, you better treat me carefully, carefully, look I was here before all of this Guess you actin' out now, you got an audience Tell me where your mind is, drop a pin, what's the coordinates? You might have a fortune, but you lose me You still gon' be misfortunate, nigga Tell me, this love's got you this fucked up in the head You want some random bitch up in your bed? She don't even know your middle name, watch her 'cause she might steal your chain You don't want someone who loves you instead? I guess not though It's blatant disrespect, you nothin' like the nigga I met Talk to me crazy and you quick to forget You even got me trippin', you got me lookin' in the mirror different Thinkin' I'm flawed because you inconsistent Between a rock and a hard place, the mud and the dirt It's gon' hurt me to hate you, but lovin' you's worse It all stops so abrupt, we started switchin' it up Teach me to be like you so I can not give a fuck Free to mess with someone else, I wish these feelings could melt 'Cause you don't care about a thing except your mothafuckin' self You make me sick, nigga The only man, baby, I adore I gave you everything, what's mine is yours I want you to live your life of course But I hope you get what you dyin' for Be careful with me, do you know what you doin'? Whose feelings that you're hurtin' and bruisin'? You gon' gain the whole world But is it worth the girl that you're losin'? Be careful with me Yeah, it's not a threat, it's a warnin' Be careful with me Yeah, my heart is like a package with a fragile label on it Be careful with me"
Rap; 7 Rings; i bVI iv V7; "Yeah, breakfast at Tiffany's and bottles of bubbles Girls with tattoos who like getting in trouble Lashes and diamonds, ATM machines Buy myself all of my favorite things (yeah) Been through some bad shit, I should be a sad bitch Who woulda thought it'd turn me to a savage? Rather be tied up with calls and not strings Write my own checks like I write what I sing, yeah My wrist, stop watchin', my neck is flossy Make big deposits, my gloss is poppin' You like my hair? Gee, thanks, just bought it I see it, I like it, I want it, I got it, yeah I want it, I got it, I want it, I got it I want it, I got it, I want it, I got it You like my hair? Gee, thanks, just bought it I see it, I like it, I want it, I got it (yep) Wearing a ring, but ain't gon' be no Mrs. Bought matching diamonds for six of my bitches I'd rather spoil all my friends with my riches Think retail therapy my new addiction Whoever said money can't solve your problems Must not have had enough money to solve 'em They say, Which one?, I say, Nah, I want all of 'em Happiness is the same price as red-bottoms My smile is beamin' (yeah), my skin is gleamin' (is gleamin') The way it shine, I know you've seen it (you've seen it) I bought a crib just for (just for) the closet (closet) Both his and hers, I want it, I got it, yeah I want it, I got it, I want it, I got it I want it, I got it, I want it, I got it (baby) You like my hair? Gee, thanks, just bought it (oh, yeah) I see it, I like it, I want it, I got it, yeah Yeah, my receipts be lookin' like phone numbers If it ain't money, then wrong number Black card is my business card The way it be settin' the tone for me I don't mean to brag, but I be like, Put it in the bag, yeah When you see them racks, they stacked up like my ass, yeah Shoot, go from the store to the booth Make it all back in one loop, give me the loot Never mind, I got the juice Nothing but net when we shoot Look at my neck, look at my jet Ain't got enough money to pay me respect Ain't no budget when I'm on the set If I like it, then that's what I get, yeah I want it, I got it, I want it, I got it (yeah) I want it, I got it, I want it, I got it (oh, yeah, yeah) You like my hair? Gee, thanks, just bought it I see it, I like it, I want it, I got it (yep)"
Rap; Chewing Gum; bVI bVI iv v i i bVII bVII; "My man Rico MDB in the house My dog C-9 with the date My dog TC over here, grinnin' all golden And he finna come up Street smart- Looking for the chewin', for the chewin' Tell me what you want from me (looking for the chewin', for the chewin') Tell me what you want from me (looking for the chewin', for the chewin') Tell me what you want from me (looking for the chewin', for the chewin') Tell me what you want from me (looking for the chewin', for the chewin') Switchin' up your style, but you've waited too long Finally hit you now, it's wrong Basing yourself, and racing yourself in the name of truth What's true? Brother, baby, we've seen it all And we're tired, so what you want from me? (Grill on froze) Looking for the chewin', for the chewin' Tell me what you want from me (looking for the chewin', for the chewin') Tell me what you want from me (looking for the chewin', for the chewin') Tell me what you want from me (looking for the chewin', for the chewin') Tell me what you want from me (looking for the chewin', for the chewin') Nothing can replace me if you're not taking my lead Better to be broken than in need, uh Brother, baby, we've seen it all And we're tired, uh, so what you want from me? (You want from me?) Tell me what you want from me (what you want from me, baby) Tell me what you want from me (grill on froze) Tell me what you want from me (want from me) Tell me what you want from me Lookin' for the chewin', for the jaw Blowing like the time, word of mouth Shawty told me that this world is ours Selfish with that pussy like it's mine Peppermint, double-mint, spearmint, type of shit She the type of chick to get right on the dick Ride on the dick, with no license and shit, uh No relatives, sentimental It's detrimental, still compared to this relevance She the type of chick to get right on the dick Ride on the dick, with no license and shit, uh Back and forth, wall to wall, using jaw Losin' drawers in the sauce, now On the job, never off, that pussy got, won't let her off, and it's all good Shout out my ex, though, she was the best, though Got on my damn nerves, hella fresh, though I bought that Guess shirt, she had that mesh shirt I turn it to a sweatshirt, throw on that Sweatshirt She fuck with Earl, too She fuck with girls, too I fuck with her too Tell her quit the chattin', jaws made for chewin' If you fuckin' with me, bet you know what you're doin', like Patta, I like the dirty, dirty, I love to beat it, beat it Tell her lies and I promise whole lot of shit She'll never get, bend over, let me hit A North Memphis nigga, bitch, he is very slick Hoe, don't beat a bih, and they see you break A whole mogul rich nigga, I got pretty tastes She get it like she do plus she pretty freak I got choppas, call me pretty Drake"
Rap; Jewelry; bVI7 IV7 Imaj7 i7; "So, like, my favorite images Are the ones where... Someone who isn't supposed to be there Who's like in a space, a space where We were not ever welcomed in We were not invited Yet we walk in and we show all the way up People try to, put us down by saying She's doing the most or he's way too much But, like, why would we want to do the least? Cheap on your skin, smooth Jewels that ring Shine hit your eyes Black kiss the ring Ruby ebony sides Change my eyes for something, cool A dream never leaving my sight A sun never leaving my side A feeling, a door starts to close I'm feeling the burn in my eyes The eyes of a heavy best Suited to staying indoors like a good nigga I treated the hope like my home And destroyed it, go figure Still proud, best of my abilities Still I think about an exit No one ever will appreciate The way you bare your soul for them to or attune I'm through I'm through Cheap on your skin, smooth Jewels that ring Shine hit your eyes Black kiss the ring Ruby ebony sides Nigga, I'm feeling myself (Nigga, I'm feeling myself) Nigga, I'm still in my zone (I'm still in my zone) Got big books but I'm broke (I'm broke) Nigga, I'm feeling myself (Nigga, I'm feeling myself) One time for the help (One time, one time) Two times 'fore I fell Three times for the hopeless feeling Look at how I'm spending my wealth (Look at how I'm spending my wealth) And I'm feeling myself looking up But then the thoughts start filling me up, me up Nigga, I'm feeling my, nigga, I'm feeling myself (Nigga, I'm feeling myself) One time for the help When the news is way too fi' And a man get shot on the passenger side Too bad 'cos a nigga went live (went live) Nigga, I'm feeling my, nigga, I'm feeling myself Seek what you need to get by Awake with one eye closed In dark black clothes Red and blue lights on my stone Go back to being unknown Relax your hair Tuck your shirt Put your glasses on Play your guitar"
Rap; Don't Lie; I I ii7 IV I iii7 ii7 IV; "Yeah, uh-huh La-da-da-da-da-da Sorry, sorry, sorry, sorry Hey baby, my nose is gettin' big I noticed it be growin' when I be tellin' them fibs, now You say your trust's gettin' weaker Probably 'cause my lies just started gettin' deeper And the reason for my confession is that I learned my lesson And I really think you ought to know the truth Because I lied, and I cheated, and I lied a little more But after I did it, I don't know what I did it for I admit that I've been a little immature With your heart like I was the predator In my book of lies, I was the editor And the author, I forged my signature And now I apologize for what I did to ya 'Cause what you did to me, I did to you. She said, I'm leaving 'Cause she can't take the pain It's hard to continue this love, it ain't the same Can't forget the things that I've done inside her brain Too many lies committed, too many games She feelin' like a fool gettin' on the last train Tryna maintain, but the feeling won't change I'm sorry for the things that I've done and what I became Caught up in living my life in the fast lane Blinded by lights, cameras, you know the fame I don't know the reason why I did these things Oh, and I lie, and I lie, and I lie, and I lie And now our emotions are drained 'Cause I lie, and I lie and a little lie, lie And now your emotions are drained"
Rap; Don't Lie; iv7 iv7 IV I iv7 iv7 IV I; "No, no, no, no, baby, no, no, no, no, don't lie 'Cause you know, know, know, know Yeah, you know, know, know, know, you gotta try What you gonna do when it all comes out When I really see you, what you're all about? No, no, no, no, baby, no, no, no, no, don't lie 'Cause you know, you know, you know, you know You know you gotta try (stop, st-stop, stop, st-stop stop lying)"
Pop; Anti-hero; IVmaj7 I V iv7; "I have this thing where I get older, but just never wiser Midnights become my afternoons When my depression works the graveyard shift All of the people I've ghosted stand there in the room I should not be left to my own devices They come with prices and vices I end up in crises Tale as old as time I wake up screaming from dreaming One day I'll watch as you're leaving 'Cause you got tired of my scheming For the last time It's me Hi! I'm the problem, it's me At teatime Everybody agrees I'll stare directly at the sun, but never in the mirror It must be exhausting always rooting for the anti-hero"
Pop; Anti-hero; IVmaj7 I V iv7; "Sometimes I feel like everybody is a sexy baby And I'm a monster on the hill Too big to hang out Slowly lurching toward your favorite city Pierced through the heart but never killed Did you hear my covert narcissism I disguise as altruism? Like some kind of congressman Tale as old as time I wake up screaming from dreaming One day, I'll watch as you're leaving And life will lose all its meaning For the last time It's me Hi! I'm the problem, it's me (I'm the problem, it's me) At teatime Everybody agrees I'll stare directly at the sun, but never in the mirror It must be exhausting always rooting for the anti-hero I have this dream my daughter-in-law kills me for the money She thinks I left them in the will The family gathers 'round and reads it And then someone screams out "She's laughing up at us from hell!" It's me Hi! I'm the problem, it's me It's me Hi! I'm the problem, it's me It's me Hi! Everybody agrees Everybody agrees It's me Hi! (Hi!) I'm the problem, it's me (I'm the problem, it's me) At teatime Everybody agrees (everybody agrees) I'll stare directly at the sun, but never in the mirror It must be exhausting always rooting for the anti-hero"
Pop; Complicated; I vi vi V; "Uh-huh, life's like this Uh-huh, uh-huh, that's the way it is 'Cause life's like this Uh-huh, uh-huh, that's the way it is Chill out, what you yelling for? Lay back, it's all been done before And if you could only let it be You would see I like you the way you are When we're driving in your car And you're talking to me, one on one But you've become. You come over unannounced Dressed up like you're something else Where you are and where it's at you see You're making me Laugh out, when you strike your pose Take off all your preppy clothes You know you're not fooling anyone When you become."
Pop; Complicated; IVmaj7 vi IVmaj7 V; "Why do you have to go and make things so complicated? I see the way you're acting like you're somebody else Gets me frustrated Life's like this, you"
Pop; Complicated; vi IV I V; "Why do you have to go and make things so complicated? I see the way you're acting like you're somebody else Gets me frustrated Life's like this, you You fall, and you crawl, and you break And you take what you get, and you turn it into Honesty and promise me I'm never gonna find you fake it No, no, no"
Pop; I Get Around; I VI7 ii7 V; "Get around, round, round, I get around I get around Get around, round, round, I get around From town to town Get around, round, round, I get around I'm a real cool head"
Pop; I Get Around; I I VI7 VI7 ii7 ii7 bVII V; "I'm getting bugged driving up and down this same old strip I gotta find a new place where the kids are hip My buddies and me are getting real well-known Yeah, the bad guys know us and they leave us alone"
Pop; Halo; I ii vi IV; "Remember those walls I built? Well, baby, they're tumbling down And they didn't even put up a fight They didn't even make a sound I found a way to let you in But I never really had a doubt Standin' in the light of your halo I got my angel now"
Pop; Halo; I ii vi IV; "It's like I've been awakened Every rule I had you breakin' It's the risk that I'm takin' I ain't never gonna shut you out Everywhere I'm lookin' now I'm surrounded by your embrace Baby, I can see your halo You know you're my saving grace You're everything I need and more It's written all over your face Baby, I can feel your halo Pray it won't fade away"
Pop; Halo; I ii vi IV; "Hit me like a ray of sun Burning through my darkest night You're the only one that I want Think I'm addicted to your light I swore I'd never fall again But this don't even feel like fallin' Gravity can't begin To pull me back to the ground again It's like I've been awakened Every rule I had you breakin' The risk that I'm takin' I'm never gonna shut you out"
Pop; Resentment; I VI ii7 I ii7 V; "I wish I could believe you, then I'll be alright But now everything you told me really don't apply To the way I feel inside Lovin' you was easy once upon a time But now, my suspicions of you have multiplied And it's all, because you lied. Just can't seem to get over the way you hurt me Don't know how you gave another who didn't mean a thing (mean a thing), no The very thing you gave to me I thought I could forgive you, and I know you've changed As much as I wanna trust you, I know it ain't the same (it ain't the same) And it's all because you lied"
Pop; Resentment; I7 IV ii7 V; "I only give you a hard time 'Cause I can't go on and pretend like I haven't tried to forget this But I'm much too full of resentment. I may never understand why (why) I'm doing the best that I can and I I tried, and I tried to forget this (forget this) But I'm much too full of resentment (you lied)"
Pop; If I were a Boy; I6 IV I V6; "If I were a boy, even just for a day I'd roll outta bed in the mornin' And throw on what I wanted, then go Drink beer with the guys And chase after girls I'd kick it with who I wanted And I'd never get confronted for it 'Cause they'd stick up for me"
Pop; If I were a Boy; iv IV I V6; "If I were a boy I think I could understand How it feels to love a girl I swear I'd be a better man I'd listen to her 'Cause I know how it hurts When you lose the one you wanted 'Cause he's taken you for granted And everything you had got destroyed If I were a boy I would turn off my phone Tell everyone it's broken So they'd think that I was sleepin' alone I'd put myself first And make the rules as I go 'Cause I know that she'd be faithful Waitin' for me to come home, to come home."
Pop; Sorry; bVI i bVI i; "(Sorry) I ain't sorry (Sorry) I ain't sorry I ain't sorry, nigga, nah (Sorry) I ain't sorry (Sorry) I ain't sorry I ain't sorry He trying to roll me up (I ain't sorry) I ain't picking up (I ain't sorry) Headed to the club (I ain't sorry) I ain't thinking 'bout you (I ain't sorry)"
Pop; Sorry; IV iii IV iii; "Me and my ladies sip my D'USSÉ cup I don't give a fuck, chucking my deuces up Suck on my balls, pause, I had enough I ain't thinking 'bout you I ain't thinking 'bout ('bout) Middle fingers up, put them hands high Wave it in his face, tell him, boy, bye (Sorry) Tell him, boy, bye, boy bye (Sorry) Middle fingers up I ain't thinking 'bout you (Sorry)"
Pop; Sorry; bVI i bVI i; "Now you want to say you're sorry Now you want to call me crying Now you gotta see me wilding Now I'm the one that's lying And I don't feel bad about it It's exactly what you get Stop interrupting my grinding I ain't thinking 'bout you, sorry (Interrupting my grinding) (I ain't sorry) I ain't thinking 'bout you I ain't thinking 'bout you (Sorry) (I ain't sorry) I ain't thinking 'bout you I ain't thinking 'bout you"
Pop; Clean (Taylor's Version); I V vi IVmaj7; "The drought was the very worst (Oh-oh, oh-oh) When the flowers that we'd grown together died of thirst It was months and months of back and forth (Oh-oh, oh-oh) You're still all over me Like a wine-stained dress I can't wear anymore Hung my head as I lost the war And the sky turned black like a perfect storm"
Pop; Clean (Taylor's Version); I V vi IVmaj7; "Rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean (Oh, oh, oh, oh) There was nothing left to do (Oh-oh, oh-oh) When the butterflies turned to dust that covered my whole room So I punched a hole in the roof (Oh-oh, oh-oh) Let the flood carry away all my pictures of you"
Pop; Clean (Taylor's Version); I V vi IVmaj7; "I think I am finally clean (Oh, oh) Oh, oh, oh, oh, oh-oh Said, I think I am finally clean (Oh, oh) Oh, oh, oh, oh, oh-oh Ten months sober, I must admit Just because you're clean, don't mean you don't miss it Ten months older, I won't give in Now that I'm clean, I'm never gonna risk it The drought was the very worst (Oh-oh, oh-oh) When the flowers that we'd grown together died of thirst (Oh)"
Pop; Wonderland (Taylor's Version); IV vi7 V vi7 IV vi7 V V; Didn't they tell us, don't rush into things? Didn't you flash your green eyes at me? Haven't you heard what becomes of curious minds? Ooh, didn't it all seem new, and exciting? I felt your arms twisting around me I should have slept with one eye open at night"
Pop; Wonderland (Taylor's Version); IV I V iv; "We found Wonderland You and I got lost in it And we pretended it could last forever (eh, eh) We found Wonderland You and I got lost in it And life was never worse but never better (eh, eh)"
Pop; Wonderland (Taylor's Version); I vi I vi; "Flashing lights, and we Took a wrong turn, and we Fell down a rabbit hole You held on tight to me 'Cause nothing's as it seems And spinning out of control"
Pop; Slut (Taylor's Version); IV IV I iii I iii vi V; "But if I'm all dressed up They might as well be lookin' at us And if they call me a slut You know it might be worth it for once And if I'm gonna be drunk I might as well be drunk in love"
Pop; Slut (Taylor's Version); I vi iii IV; "Flamingo pink, Sunrise Boulevard Clink, clink, being this young is art Aquamarine, moonlit swimming pool What if all I need is you? Got love-struck, went straight to my head Got lovesick all over my bed Love to think you'll never forget Handprints in wet cement Adorned with smoke on my clothes Lovelorn and nobody knows Love thorns all over this rose I'll pay the price, you won't"
Pop; Slut (Taylor's Version); I vi iii IV; "Send the code, he's waitin' there The sticks and stones they throw froze mid-air Everyone wants him, that was my crime The wrong place at the right time And I break down, then he's pullin' me in In a world of boys, he's a gentleman Got love-struck, went straight to my head (straight to my head) Got lovesick all over my bed (over my bed) Love to think you'll never forget We'll pay the price, I guess"
Pop; Style (Taylor's Version); vi vi IV IV; "Midnight You come and pick me up, no headlights Long drive Could end in burning flames or paradise Fade into view, oh It's been a while since I have even heard from you (Heard from you). o it goes He can't keep his wild eyes on the road, mm, mm Takes me home Lights are off, he's taking off his coat, mm yeah I say, "I heard, oh That you've been out and about with some other girl Some other girl"
Pop; Style (Taylor's Version); ii7 ii7 IVmaj7 IVmaj7; "I should just tell you to leave 'cause I Know exactly where it leads, but I Watch us go 'round and 'round each time"
Pop; Style (Taylor's Version); I I IV IV; "You got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down, we come back every time 'Cause we never go out of style We never go out of style You got that long hair, slicked back, white t-shirt And I got that good girl faith and a tight little skirt And when we go crashing down, we come back every time 'Cause we never go out of style We never go out of style"
Rock; Rock You Like A Hurricane; bVI i bVII bVI i bVI bVII; "It's early morning, the sun comes out Last night was shaking and pretty loud My cat is purring, it scratches my skin So what is wrong with another sin? The bitch is hungry, she needs to tell So give her inches and feed her well More days to come, new places to go I've got to leave, it's time for a show. "
Rock; Rock You Like A Hurricane; bVI i bVII bVI i bVI bVII; "My body is burning, it starts to shout Desire is coming, it breaks out loud Lust is in cages 'til storm breaks loose Just have to make it with someone I choose The night is calling, I have to go The wolf is hungry, he runs the show He's licking his lips, he's ready to win On the hunt tonight for love at first sting"
Rock; Rock You Like A Hurricane; i i bIII bIII iv iv bVI bVII; "Here I am Rock you like a hurricane (are you ready, baby?) Here I am Rock you like a hurricane Here I am Rock you like a hurricane Here I am Rock you like a hurricane Rock you like a hurricane"
Rock; Slow Ride; I vi I vi; "I'm in the mood, yeah The rhythm is right Move to the music We can roll all night"
Rock; Slow Ride; I I IV bVII I I I I; "Slow ride, take it easy Slow ride, take it easy Slow down, go down Got to get your lovin' one more time Hold me, roll me Slow ridin' woman, you're so fine"
Rock; Cherub Rock; I I bVII IV; "Freak out and give in Doesn't matter what you believe in Stay cool and be somebody's fool this year 'Cause they know who is righteous, what is bold. Tell me all of your secrets Cannot help but believe this is true Tell me all of your secrets I know, I know, I know. "
Rock; Cherub Rock; I I bVII IV; "Hipsters unite, come align for the big fight to rock for you But beware, all those angels with their wings glued on 'Cause deep down, we are frightened and we're scared"
Rock; Cherub Rock; bVII IV bVI bIII; "'Cause they know who is righteous, what is bold So I'm told Who wants honey As long as there's some money Who wants that honey?"
Rock; Cherub Rock; I I iv bVI; "Let me out Let me out Let me out Let me out"
Rock; Classico; i V i i; "Can't you see he's the man Let me hear you applaude He is more than a man He's a shiny golden god If you think it's time to fucking rock And fucking roll out of control Well then you know you got to rock the block You fucking suck, my fucking cock"
Rock; Classico; bIII bVII i V; "'Cause when you rule your fucking school All of the fools out of their jewels 'Cause if you think it's time to If you think it's time to If you think it's to fucking rock"
Rock; Classico; I I I V IV IV ii V; "He is going to kick your fucking ass And you know his name is Kyle Gass."
Rock; Classico; I viio I viio; "And fucking rocking and fucking rolling, And fucking rocking and fucking rolling"
Rock; The Metal; i i i bII; "You can't kill the Metal The Metal will live on Punk Rock tried to kill the Metal But they failed, as they were smite to the ground New Wave tried to kill the Metal But they failed, as they were stricken down to the ground Grunge tried to kill the Metal Ha-ha-ha-ha They failed, as they were thrown to the ground Ah, yeah Ah, yeah"
Rock; The Metal; i bVII bVI bVII i bVII bVI i; "No one can destroy the Metal The Metal will strike you down with a vicious blow"
Rock; The Metal; iv v i i iv v i; "We are the vanquished foes of the Metal We tried to win, for why? We do not know"
